scene_num,gloss_cat,specular_magnitude,specular_concentration,bump_height,albedo_r,albedo_g,albedo_b,camera_x,camera_z,rot_camera,skybox
scene008362,0,0.178,0.237,005.73,0.372,0.513,0.529,-03.55,001.3,094.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008363,1,0.404,0.816,054.88,0.414,0.503,0.556,-03.52,006.8,115.1,UniteWhiteBalanced (UnityEngine.Material)
scene008364,0,0.222,0.383,023.87,0.606,0.371,0.629,-03.30,001.6,-150.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008365,1,0.332,0.916,070.54,0.630,0.427,0.532,07.55,006.1,-132.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008366,1,0.340,0.862,008.72,0.541,0.641,0.685,06.83,-005.9,104.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008367,1,0.429,0.774,056.55,0.356,0.618,0.315,06.04,-003.9,-053.0,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008368,1,0.494,0.853,022.05,0.641,0.483,0.635,-09.73,-006.4,-024.0,UniteWhiteBalanced (UnityEngine.Material)
scene008369,1,0.387,0.902,086.30,0.527,0.413,0.352,-07.27,-009.9,-061.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008370,1,0.396,0.792,045.58,0.690,0.505,0.472,-01.36,-002.8,151.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008371,1,0.334,0.878,075.23,0.389,0.338,0.423,-04.95,007.9,177.8,GareoultWhiteBalanced (UnityEngine.Material)
scene008372,0,0.124,0.321,022.58,0.503,0.677,0.451,03.31,008.9,-177.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008373,0,0.124,0.329,024.03,0.417,0.415,0.643,05.05,-006.1,120.5,UniteWhiteBalanced (UnityEngine.Material)
scene008374,1,0.439,0.851,086.82,0.684,0.393,0.392,01.57,008.4,040.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008375,0,0.184,0.291,093.76,0.417,0.354,0.394,-09.10,004.6,066.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008376,1,0.465,0.941,020.09,0.682,0.526,0.662,-09.08,-007.0,-163.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008377,0,0.122,0.306,014.54,0.434,0.367,0.584,-03.61,007.8,055.2,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008378,0,0.144,0.219,065.37,0.386,0.527,0.389,-06.01,002.7,022.7,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008379,0,0.294,0.247,099.33,0.662,0.450,0.634,06.17,006.1,018.9,UniteWhiteBalanced (UnityEngine.Material)
scene008380,1,0.422,0.909,009.25,0.667,0.619,0.358,09.47,008.9,-047.5,GareoultWhiteBalanced (UnityEngine.Material)
scene008381,0,0.235,0.331,060.00,0.527,0.375,0.551,02.00,007.0,-149.2,GareoultWhiteBalanced (UnityEngine.Material)
scene008382,0,0.284,0.298,089.92,0.336,0.631,0.394,01.66,005.8,116.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008383,1,0.346,0.777,089.60,0.513,0.451,0.375,-07.30,002.3,152.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008384,0,0.276,0.291,083.49,0.634,0.416,0.662,-06.24,008.5,048.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008385,0,0.211,0.255,081.50,0.548,0.584,0.464,-07.11,003.8,047.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008386,1,0.461,0.837,044.96,0.486,0.334,0.389,-01.35,-000.2,-071.2,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008387,0,0.167,0.264,034.75,0.530,0.447,0.459,03.54,-002.7,032.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008388,0,0.271,0.296,034.72,0.315,0.496,0.569,02.06,000.1,-026.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008389,0,0.200,0.338,091.09,0.589,0.524,0.306,05.06,-008.3,051.2,GareoultWhiteBalanced (UnityEngine.Material)
scene008390,1,0.366,0.829,054.80,0.604,0.630,0.302,01.31,-004.8,-043.1,UniteWhiteBalanced (UnityEngine.Material)
scene008391,1,0.314,0.812,074.07,0.573,0.463,0.560,05.19,007.0,-015.7,UniteWhiteBalanced (UnityEngine.Material)
scene008392,1,0.316,0.944,059.77,0.339,0.431,0.308,04.94,-007.2,036.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008393,1,0.482,0.760,035.25,0.471,0.377,0.405,-00.77,-007.2,-020.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008394,1,0.388,0.941,041.13,0.374,0.361,0.449,02.63,008.3,022.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008395,1,0.357,0.807,014.46,0.384,0.559,0.606,09.46,-004.2,025.1,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008396,1,0.423,0.893,019.81,0.473,0.385,0.465,09.97,-006.8,-146.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008397,0,0.249,0.398,088.27,0.349,0.311,0.519,-06.57,-003.7,053.5,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008398,0,0.260,0.341,050.67,0.676,0.310,0.492,04.37,000.9,146.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008399,0,0.142,0.388,067.00,0.348,0.674,0.573,06.98,-005.9,169.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008400,1,0.474,0.930,095.92,0.560,0.533,0.384,04.72,-005.8,-064.3,UniteWhiteBalanced (UnityEngine.Material)
scene008401,0,0.253,0.324,059.38,0.419,0.329,0.499,09.73,009.6,131.4,UniteWhiteBalanced (UnityEngine.Material)
scene008402,1,0.493,0.859,018.03,0.450,0.528,0.464,-06.89,-002.9,-101.1,UniteWhiteBalanced (UnityEngine.Material)
scene008403,1,0.465,0.935,012.14,0.589,0.406,0.435,08.52,004.0,-030.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008404,0,0.222,0.218,077.00,0.567,0.530,0.572,00.33,003.5,-144.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008405,0,0.196,0.276,030.71,0.645,0.515,0.579,-06.61,008.4,-126.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008406,1,0.478,0.905,019.84,0.505,0.523,0.668,07.83,-005.7,-133.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008407,0,0.245,0.349,084.28,0.647,0.433,0.344,-07.93,009.5,-110.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008408,0,0.240,0.355,090.87,0.348,0.311,0.315,05.30,-007.2,116.2,UniteWhiteBalanced (UnityEngine.Material)
scene008409,0,0.128,0.248,034.60,0.654,0.577,0.623,-03.71,-009.4,051.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008410,1,0.379,0.889,055.43,0.376,0.451,0.428,-04.68,004.2,021.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008411,1,0.336,0.783,068.55,0.504,0.596,0.383,-04.14,-007.8,126.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008412,1,0.302,0.789,003.79,0.318,0.301,0.650,04.38,-003.9,060.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008413,0,0.203,0.305,088.73,0.480,0.602,0.361,-09.12,006.7,175.0,UniteWhiteBalanced (UnityEngine.Material)
scene008414,1,0.375,0.752,079.14,0.346,0.593,0.579,01.12,-005.0,043.5,UniteWhiteBalanced (UnityEngine.Material)
scene008415,1,0.324,0.942,006.37,0.675,0.603,0.532,-09.16,007.3,068.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008416,1,0.419,0.917,053.95,0.302,0.496,0.608,03.38,-002.4,-004.7,GareoultWhiteBalanced (UnityEngine.Material)
scene008417,0,0.128,0.296,027.53,0.330,0.334,0.536,04.41,-009.6,046.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008418,0,0.225,0.362,021.64,0.675,0.308,0.591,-01.78,004.1,-106.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008419,0,0.297,0.259,015.60,0.357,0.496,0.588,-08.30,-005.4,-084.1,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008420,1,0.417,0.817,096.92,0.552,0.550,0.606,-07.74,-009.8,-085.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008421,0,0.106,0.285,086.05,0.390,0.373,0.543,-05.94,005.5,-001.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008422,1,0.398,0.946,015.94,0.624,0.561,0.550,-04.20,006.4,044.9,GareoultWhiteBalanced (UnityEngine.Material)
scene008423,0,0.169,0.214,044.77,0.685,0.456,0.490,04.90,-003.3,017.0,UniteWhiteBalanced (UnityEngine.Material)
scene008424,0,0.204,0.377,010.70,0.414,0.397,0.363,-07.52,008.1,000.5,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008425,0,0.231,0.206,019.47,0.556,0.629,0.672,07.47,-002.9,179.5,GareoultWhiteBalanced (UnityEngine.Material)
scene008426,1,0.330,0.906,086.70,0.548,0.417,0.578,-04.78,002.1,169.7,UniteWhiteBalanced (UnityEngine.Material)
scene008427,1,0.332,0.820,047.22,0.597,0.571,0.341,09.05,-001.8,067.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008428,1,0.478,0.844,056.17,0.563,0.335,0.566,05.78,008.5,169.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008429,0,0.275,0.242,064.17,0.349,0.554,0.647,08.16,001.6,133.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008430,0,0.266,0.306,056.54,0.359,0.544,0.476,-05.80,-002.7,-091.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008431,0,0.146,0.316,047.41,0.394,0.633,0.651,03.98,003.4,086.6,GareoultWhiteBalanced (UnityEngine.Material)
scene008432,0,0.216,0.364,004.87,0.565,0.613,0.326,-08.19,002.6,073.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008433,0,0.114,0.306,014.94,0.588,0.422,0.448,07.87,008.8,111.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008434,0,0.138,0.331,012.44,0.622,0.470,0.432,-02.73,000.9,110.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008435,0,0.229,0.342,076.11,0.303,0.631,0.546,02.42,000.4,130.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008436,1,0.360,0.778,074.41,0.535,0.375,0.352,09.28,002.7,079.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008437,0,0.176,0.390,020.33,0.367,0.685,0.303,-02.70,002.8,144.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008438,1,0.312,0.932,034.68,0.516,0.648,0.529,-04.60,-009.4,157.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008439,0,0.127,0.229,039.69,0.443,0.645,0.652,-09.23,-004.3,017.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008440,1,0.496,0.765,076.72,0.312,0.518,0.688,-02.41,002.2,123.8,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008441,1,0.398,0.793,064.87,0.501,0.670,0.429,-08.94,-005.3,137.5,GareoultWhiteBalanced (UnityEngine.Material)
scene008442,1,0.399,0.840,056.63,0.306,0.611,0.630,00.19,-002.1,-061.9,UniteWhiteBalanced (UnityEngine.Material)
scene008443,1,0.470,0.893,042.83,0.688,0.628,0.637,-00.95,-008.0,-092.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008444,0,0.123,0.265,069.80,0.302,0.420,0.341,-06.84,007.5,-160.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008445,0,0.133,0.322,047.97,0.660,0.635,0.528,06.29,004.7,118.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008446,1,0.421,0.803,013.93,0.569,0.560,0.410,03.28,005.8,088.4,GareoultWhiteBalanced (UnityEngine.Material)
scene008447,0,0.263,0.364,088.70,0.319,0.687,0.325,01.72,001.3,158.8,UniteWhiteBalanced (UnityEngine.Material)
scene008448,1,0.400,0.919,050.99,0.573,0.338,0.436,-09.94,-007.5,-121.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008449,0,0.218,0.226,006.86,0.621,0.642,0.333,09.64,-006.9,048.7,GareoultWhiteBalanced (UnityEngine.Material)
scene008450,0,0.289,0.323,010.41,0.651,0.683,0.468,08.98,-008.8,121.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008451,1,0.317,0.801,086.10,0.510,0.523,0.504,-08.13,-000.8,070.8,GareoultWhiteBalanced (UnityEngine.Material)
scene008452,1,0.308,0.823,057.06,0.429,0.684,0.438,05.41,005.8,011.7,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008453,0,0.186,0.330,033.81,0.636,0.395,0.346,07.31,-008.4,-039.9,GareoultWhiteBalanced (UnityEngine.Material)
scene008454,1,0.312,0.820,097.39,0.492,0.536,0.498,-05.94,007.7,-158.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008455,0,0.212,0.277,093.97,0.620,0.448,0.343,-07.56,002.6,-049.8,UniteWhiteBalanced (UnityEngine.Material)
scene008456,1,0.362,0.805,039.49,0.544,0.311,0.510,02.05,004.4,-082.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008457,0,0.149,0.250,052.44,0.393,0.594,0.311,03.71,-005.3,-146.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008458,0,0.205,0.266,050.24,0.586,0.358,0.623,02.96,002.5,-064.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008459,1,0.438,0.784,032.33,0.384,0.578,0.491,07.07,006.7,-095.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008460,0,0.246,0.381,069.79,0.622,0.426,0.616,-05.43,000.8,-073.9,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008461,0,0.159,0.220,018.76,0.527,0.449,0.440,-05.68,002.7,043.2,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008462,0,0.233,0.268,012.88,0.479,0.430,0.440,00.33,-008.4,061.0,UniteWhiteBalanced (UnityEngine.Material)
scene008463,1,0.485,0.764,038.00,0.534,0.452,0.321,07.27,002.1,-071.0,GareoultWhiteBalanced (UnityEngine.Material)
scene008464,1,0.489,0.919,021.91,0.616,0.609,0.614,00.17,005.9,-167.6,GareoultWhiteBalanced (UnityEngine.Material)
scene008465,1,0.442,0.786,011.97,0.398,0.648,0.694,03.41,-009.3,-078.1,GareoultWhiteBalanced (UnityEngine.Material)
scene008466,0,0.118,0.280,014.55,0.447,0.353,0.409,08.65,-003.7,043.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008467,1,0.475,0.778,017.03,0.483,0.623,0.381,05.04,003.2,-062.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008468,1,0.313,0.813,049.42,0.355,0.651,0.636,06.81,-009.1,076.9,GareoultWhiteBalanced (UnityEngine.Material)
scene008469,0,0.255,0.285,068.24,0.598,0.683,0.359,08.80,009.1,073.1,UniteWhiteBalanced (UnityEngine.Material)
scene008470,1,0.400,0.856,045.17,0.334,0.489,0.691,-03.36,-005.6,-032.1,GareoultWhiteBalanced (UnityEngine.Material)
scene008471,0,0.141,0.384,033.82,0.322,0.557,0.535,-08.57,003.3,028.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008472,1,0.341,0.887,098.17,0.390,0.464,0.573,-07.08,000.7,152.4,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008473,1,0.316,0.841,003.81,0.624,0.329,0.688,04.83,-003.5,-178.4,GareoultWhiteBalanced (UnityEngine.Material)
scene008474,0,0.276,0.287,010.13,0.566,0.545,0.561,08.41,003.6,172.1,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008475,1,0.304,0.853,068.28,0.628,0.640,0.664,-01.17,-007.6,-112.2,UniteWhiteBalanced (UnityEngine.Material)
scene008476,0,0.242,0.327,066.39,0.671,0.567,0.351,-07.57,000.0,-045.6,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008477,0,0.184,0.336,031.83,0.442,0.482,0.463,01.70,-007.7,-142.2,UniteWhiteBalanced (UnityEngine.Material)
scene008478,0,0.263,0.273,016.70,0.406,0.624,0.465,-08.20,-004.4,042.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008479,1,0.384,0.934,050.63,0.530,0.422,0.346,01.27,005.9,-005.1,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008480,0,0.228,0.216,080.83,0.493,0.469,0.428,09.53,008.2,-103.3,UniteWhiteBalanced (UnityEngine.Material)
scene008481,1,0.489,0.805,066.26,0.457,0.641,0.589,06.45,-004.7,-171.5,UniteWhiteBalanced (UnityEngine.Material)
scene008482,0,0.192,0.235,072.46,0.402,0.599,0.622,-08.47,-009.7,115.2,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008483,1,0.489,0.945,069.24,0.467,0.667,0.579,04.97,001.9,-150.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008484,1,0.449,0.752,075.64,0.410,0.491,0.568,-07.79,-009.9,-165.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008485,0,0.284,0.247,070.52,0.664,0.640,0.581,-04.41,003.9,054.0,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008486,0,0.109,0.334,080.80,0.533,0.664,0.375,09.11,-000.3,154.0,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008487,1,0.449,0.818,085.78,0.473,0.486,0.424,02.15,-009.1,-136.1,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008488,0,0.114,0.346,029.33,0.304,0.308,0.522,02.32,-002.8,-077.1,UniteWhiteBalanced (UnityEngine.Material)
scene008489,0,0.116,0.393,008.23,0.542,0.321,0.667,08.75,006.8,071.8,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008490,0,0.273,0.308,020.00,0.558,0.510,0.594,00.07,-000.9,176.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008491,0,0.254,0.239,059.01,0.513,0.452,0.422,-07.80,-003.9,-087.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008492,0,0.292,0.263,057.73,0.608,0.324,0.645,06.37,-009.0,048.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008493,0,0.291,0.251,046.86,0.455,0.483,0.475,-04.33,006.9,095.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008494,1,0.402,0.769,067.81,0.618,0.448,0.660,-05.01,001.5,151.8,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008495,0,0.116,0.342,031.65,0.522,0.476,0.326,08.00,009.6,075.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008496,0,0.254,0.392,014.74,0.402,0.590,0.645,01.52,-006.4,-041.4,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008497,0,0.279,0.337,084.74,0.496,0.461,0.348,02.02,-004.7,098.7,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008498,1,0.499,0.799,090.30,0.652,0.527,0.680,-04.64,-000.4,-017.3,UniteWhiteBalanced (UnityEngine.Material)
scene008499,0,0.211,0.246,013.90,0.525,0.400,0.502,-09.06,-008.2,-011.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008500,0,0.129,0.219,035.42,0.494,0.489,0.550,-07.11,-003.0,-101.2,GareoultWhiteBalanced (UnityEngine.Material)
scene008501,0,0.184,0.330,015.67,0.476,0.449,0.386,-05.83,002.3,-025.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008502,0,0.128,0.357,076.24,0.604,0.488,0.467,-00.03,009.6,-070.3,UniteWhiteBalanced (UnityEngine.Material)
scene008503,0,0.192,0.394,056.73,0.663,0.427,0.659,-04.86,002.1,-151.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008504,1,0.331,0.767,074.38,0.592,0.481,0.350,03.60,005.6,-059.8,UniteWhiteBalanced (UnityEngine.Material)
scene008505,0,0.289,0.221,011.52,0.477,0.453,0.447,-02.75,004.3,119.0,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008506,1,0.319,0.904,067.28,0.476,0.324,0.445,04.01,006.7,062.9,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008507,0,0.181,0.369,076.56,0.446,0.500,0.501,05.97,-000.6,-013.2,GareoultWhiteBalanced (UnityEngine.Material)
scene008508,0,0.136,0.298,087.59,0.329,0.607,0.440,-09.43,-001.0,030.9,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008509,0,0.126,0.239,004.01,0.349,0.661,0.444,-04.29,007.1,-044.2,UniteWhiteBalanced (UnityEngine.Material)
scene008510,1,0.492,0.774,028.78,0.629,0.521,0.676,-07.33,000.8,081.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008511,1,0.400,0.828,051.80,0.353,0.315,0.474,-03.59,-002.6,-163.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008512,1,0.444,0.834,037.07,0.305,0.478,0.381,02.43,007.1,056.8,UniteWhiteBalanced (UnityEngine.Material)
scene008513,0,0.120,0.375,054.48,0.672,0.464,0.442,04.33,-005.8,018.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008514,1,0.323,0.863,058.93,0.489,0.501,0.392,-00.15,003.5,-080.4,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008515,1,0.320,0.910,003.26,0.607,0.306,0.388,-00.95,004.4,-053.6,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008516,1,0.385,0.790,063.68,0.675,0.364,0.697,09.43,-001.5,148.4,UniteWhiteBalanced (UnityEngine.Material)
scene008517,1,0.446,0.840,044.43,0.612,0.404,0.355,-03.12,006.9,130.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008518,0,0.256,0.229,047.52,0.667,0.639,0.655,01.00,-006.2,070.3,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008519,1,0.495,0.786,083.56,0.536,0.391,0.596,-06.50,-009.9,174.3,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008520,1,0.373,0.889,075.62,0.438,0.406,0.535,-03.51,004.2,-045.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008521,1,0.368,0.898,034.96,0.373,0.555,0.331,-09.48,001.8,-041.7,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008522,1,0.489,0.851,034.19,0.543,0.358,0.301,-04.91,-007.4,077.5,GareoultWhiteBalanced (UnityEngine.Material)
scene008523,0,0.104,0.246,078.62,0.434,0.421,0.481,-02.41,-008.8,-091.2,GareoultWhiteBalanced (UnityEngine.Material)
scene008524,0,0.209,0.208,049.40,0.577,0.577,0.578,01.38,-005.5,-080.6,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008525,1,0.418,0.850,009.92,0.347,0.436,0.422,08.85,-008.1,-031.5,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008526,1,0.387,0.881,052.65,0.439,0.462,0.310,00.11,-000.4,000.2,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008527,0,0.232,0.332,008.76,0.513,0.521,0.538,08.15,-003.4,-152.3,UniteWhiteBalanced (UnityEngine.Material)
scene008528,1,0.367,0.804,010.79,0.487,0.593,0.349,-07.30,006.4,-002.4,GareoultWhiteBalanced (UnityEngine.Material)
scene008529,1,0.322,0.852,039.46,0.572,0.348,0.648,05.51,008.1,123.2,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008530,0,0.289,0.240,099.90,0.434,0.354,0.448,-01.69,-003.6,003.8,MuirWoodWhiteBalanced (UnityEngine.Material)
scene008531,0,0.254,0.294,092.48,0.353,0.494,0.439,04.17,009.1,-095.3,UniteWhiteBalanced (UnityEngine.Material)
scene008532,0,0.159,0.383,058.19,0.430,0.664,0.454,06.72,-002.9,115.3,TrinitatisChurchWhiteBalanced (UnityEngine.Material)
scene008533,0,0.147,0.290,046.41,0.486,0.669,0.425,-05.93,002.6,178.7,UniteWhiteBalanced (UnityEngine.Material)
scene008534,0,0.237,0.337,086.23,0.318,0.603,0.477,-04.80,-005.6,-085.4,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008535,0,0.182,0.236,022.78,0.571,0.502,0.414,09.71,-008.7,-069.7,GareoultWhiteBalanced (UnityEngine.Material)
scene008536,1,0.439,0.909,044.44,0.656,0.628,0.583,-09.24,-002.3,050.3,UniteWhiteBalanced (UnityEngine.Material)
scene008537,1,0.476,0.901,088.34,0.309,0.567,0.448,05.29,002.2,-069.5,GareoultWhiteBalanced (UnityEngine.Material)
scene008538,0,0.228,0.263,065.75,0.456,0.632,0.688,-04.80,004.0,-133.6,KirbyCoveWhiteBalanced (UnityEngine.Material)
scene008539,0,0.275,0.286,024.29,0.418,0.454,0.618,-09.63,-009.8,085.9,GareoultWhiteBalanced (UnityEngine.Material)
scene008540,0,0.103,0.263,052.87,0.461,0.630,0.332,03.21,001.3,098.5,TreasureIslandWhiteBalancedNoSun (UnityEngine.Material)
scene008541,0,0.110,0.391,032.15,0.402,0.684,0.313,09.17,006.4,046.5,GareoultWhiteBalanced (UnityEngine.Material)
scene008542,0,0.106,0.307,009.12,0.328,0.642,0.471,-00.09,-000.8,054.1,GareoultWhiteBalanced (UnityEngine.Material)
scene008543,0,0.290,0.316,020.01,0.342,0.688,0.509,-05.46,-005.9,120.1,UniteWhiteBalanced (UnityEngine.Material)
